node,adap_degree,betweenness,degree,random,seamless_mavg
1,0.06127059674905366,0.3479876419505678,0.06176241371632153,0.53311790247161,0.09284407008461369
2,0.000877727677577377,0.01713148519260744,0.0007375862836784681,0.5347770541082165,0.014782224170563348
3,0.73625208750835,0.3983383433533734,0.10571142284569139,0.5074944333110666,0.6871531744043643
4,0.007812430416388332,0.034958806501892675,0.007181028724114896,0.5079268258739701,0.02264884630371855
5,0.5763134602538411,0.6026497439323091,0.4567050768203073,0.5006492150968604,0.5502470496548652
6,0.7204500668002672,0.3864673792028502,0.45671899354264084,0.49886801380538864,0.6196197951458473
7,0.42340764863059455,0.432643063905589,0.4567329102649744,0.5502271209084837,0.40507047428189713
8,0.03013610554442218,0.14409374304163883,0.025314517924738367,0.48918809841906036,0.0495630636272545
9,0.5770428356713426,0.09765364061456246,0.45674682698730795,0.5384822422623025,0.5720767715987531
10,0.5832562346916055,0.6077015141393899,0.10572533956802495,0.4819618403473614,0.5640586659429971
11,0.43384073702961484,0.5142785571142284,0.1057392562903585,0.5110195390781563,0.41930524242930306
12,0.7656500501002005,0.11939156089957693,0.45676074370964154,0.4713233411266979,0.7278149423847695
13,0.3546149242930305,0.4649855266087731,0.10575317301269206,0.4947951458472501,0.35618338065018923
14,0.6311916889334225,0.6904225116900468,0.7047289022489424,0.4661716488532621,0.6615131234691605
15,0.7514296648853263,0.6904364284123804,0.7047428189712759,0.5250192050768203,0.730745616232465
16,0.6211024827432644,0.16578991315965264,0.1057670897350256,0.5092994321977288,0.565146904920953
17,0.17190895680249388,0.05235470941883768,0.03960699176130038,0.5530023936762414,0.2728162923068359
18,0.24443052772211088,0.2120073480293921,0.10578100645735916,0.5095976675573369,0.2805676074370964
19,0.7179779002449342,0.13424070362948118,0.10579492317969272,0.4595312847918059,0.6703709711088846
20,0.7155600089067023,0.09740313961255845,0.10580883990202627,0.5561592629703852,0.6641184173903362
21,0.724013721888221,0.6904503451347139,0.7047567356936094,0.4973598586061011,0.7265511717880205
22,0.060571142284569134,0.190728679581385,0.06177633043865509,0.5430694722778892,0.08530378813181919
23,0.016666109997773324,0.003813181919394344,0.016755733689601426,0.542565547762191,0.04120242568470274
24,0.6873196392785571,0.6394873079492318,0.45677466043197507,0.4664505399688265,0.6641588524270764
25,0.39039259073702964,0.4298736361612113,0.10582275662435983,0.4876498830995324,0.36927642089735024
26,0.7507130928523714,0.6904642618570475,0.704770652415943,0.465350005566689,0.7212895861166778
27,0.016837703184146072,0.020749832999332,0.016769650411934983,0.48117220552215545,0.043946907704297475
28,0.4693080605655756,0.4129230683589401,0.10583667334669339,0.5222950066800267,0.4762269956579826
29,0.327356518592741,0.47851258071698954,0.10585059006902695,0.485351258071699,0.3140310342908038
30,0.725351675573369,0.690478178579381,0.7047845691382766,0.53249373747495,0.7216616914384325
31,0.005125111333778669,0.010674126029837453,0.004620351814740593,0.44705327321309285,0.021981414217323532
32,0.2719120184814072,0.20497940325094635,0.1058645067913605,0.4692156535292808,0.28181274354264085
33,0.3513762246715654,0.23462202182142064,0.10587842351369406,0.5374014696058784,0.34815414161656644
34,0.5960532175462036,0.5142924738365621,0.45678857715430865,0.4607238087285682,0.5713719313627255
35,0.4574681307058562,0.46712870184814076,0.10589234023602762,0.4953391505232687,0.4313039203406815
36,0.03669477844578045,0.20606490759296373,0.025328434647071924,0.45546732353596087,0.05507603401246939
37,0.011500640169227343,0.007626363838788688,0.011091627699844134,0.4989207581830327,0.04042042418169673
38,0.059793615007793365,0.2503896682253396,0.061790247160988646,0.4991072422623024,0.10476887803384546
39,0.06061386662213316,0.15994488977955912,0.039620908483633935,0.47228596081050994,0.08701624777332442
40,0.15420382431529725,0.36729013582721,0.10590625695836117,0.45180680806056556,0.16643679024716101
41,0.15616357715430865,0.3067523936762414,0.10592017368069473,0.4737561233578268,0.2108901483522601
42,0.2502026274771766,0.3452042974838566,0.10593409040302829,0.47286113894455584,0.28736422845691373
43,0.01030630705856157,0.001057670897350256,0.007194945446448452,0.5183217824537965,0.03301324176130039
44,0.49183185816076597,0.2564016922734358,0.10594800712536184,0.5060313682921398,0.46033391087731035
45,0.648992568470274,0.3128896682253396,0.1059619238476954,0.5099301380538855,0.550268272656424
46,0.7431791360498775,0.6904920953017145,0.7047984858606101,0.4802207192162102,0.7215377282342462
47,0.5844191160097973,0.28614172790024495,0.4568024938766422,0.48797428189712755,0.5560215013360054
48,0.6353011578712981,0.6905060120240482,0.7048124025829436,0.5380306446225785,0.6460686511912714
49,0.7472943108439101,0.31824760632375865,0.10597584057002896,0.5593862725450902,0.6141495143063908
50,0.7102184925406368,0.5793114005789357,0.45681641059897576,0.5135796593186372,0.7304370198730796
51,0.5493759741705634,0.5732854598085059,0.10598975729236251,0.5416022322422623,0.462540636829214
52,0.5811280895123581,0.45605099087063017,0.10600367401469606,0.5034699955466488,0.49215115647962593
53,0.5627212758851036,0.135688042752171,0.10601759073702961,0.5056329325317301,0.5611391324315298
54,0.6021214651525273,0.5143063905588956,0.4568303273213093,0.5130648797595191,0.5485969578044979
55,0.7252601035404141,0.0035487641950567804,0.4568442440436429,0.5048387051881541,0.7334597876308171
56,0.016819333110665777,0.07520596749053664,0.016783567134268536,0.4651804998886663,0.04053136829213984
57,0.5786951681140058,0.19171676686706748,0.10603150745936317,0.48868820975283905,0.528870038688488
58,0.32366371632153196,0.3254703852148742,0.03963482520596749,0.47585921843687373,0.23805593130705857
59,0.729081774660432,0.6905199287463817,0.7048263193052773,0.49368431307058563,0.710583110665776
60,0.554186289245157,0.3988254286350479,0.10604542418169673,0.46121785237140944,0.5809648115675795
61,0.0593691549766199,0.15952738810955244,0.025342351369405478,0.4800878145179248,0.07660728401246938
62,0.7570243264306391,0.6905338454687152,0.7048402360276108,0.454913298819862,0.7102092866288132
63,0.15101063237586285,0.46422010688042753,0.10605934090403028,0.4677193275439769,0.19146629369850815
64,0.48396028167446004,0.12955076820307282,0.10607325762636384,0.4832393954575819,0.5042212689267423
65,0.5683981852594078,0.3864812959251837,0.4568581607659764,0.4828875807169896,0.504804950178134
66,0.01138485303941216,0.014362057448229793,0.007208862168782009,0.46821420619015813,0.03218036072144288
67,0.5985882876864842,0.6905477621910487,0.7048541527499443,0.5101258071698953,0.6001560969160543
68,0.5674128813181919,0.27614952126475173,0.45687207748831,0.519019984413271,0.57734458500334
69,0.7059381262525051,0.17066076597639723,0.4568859942106435,0.4637427633043865,0.6899187332999331
70,0.27534680472055223,0.48318859942106435,0.1060871743486974,0.5410767368069472,0.3214623135159208
71,0.00343061122244489,0.0036044310843910046,0.0029781785793809843,0.44664064239590295,0.02166497578490314
72,0.28862474949899797,0.07314629258517034,0.0618041638833222,0.49383517034068136,0.31212992651970606
73,0.38547525606769095,0.5726731240258295,0.4568999109329771,0.5075371576486306,0.4255946615453129
74,0.4186806947227789,0.6578434647071922,0.10610109107103095,0.5430069861946114,0.5203255399688265
75,0.7536761022044088,0.6905616789133824,0.7048680694722779,0.4767319360944111,0.7272134546871521
76,0.01137010131373859,0.005594522378089512,0.011105544422177689,0.5049813515920731,0.0407019316410599
77,0.3687214707192162,0.359830772656424,0.10611500779336451,0.48988769205076826,0.37975844745045645
78,0.24389696058784235,0.42809229570251617,0.10612892451569807,0.47521334335337345,0.3053671509686039
79,0.3201287296815854,0.2800462035181474,0.10614284123803162,0.5132804497884659,0.36863826263638394
80,0.7425570585615676,0.10745101313738589,0.45691382765531063,0.46564601425072366,0.6895589999443332
81,0.016968937875751502,0.03253729681585393,0.016797483856602093,0.4933390391894901,0.04411260715876196
82,0.020791861500779336,0.11985081273658428,0.01681140057893565,0.5498567969271878,0.04099588760855044
83,0.7023595802716545,0.6803050545535516,0.4569277443776442,0.5390088510354041,0.692988024660432
84,0.02466210198174126,0.021250835003340015,0.016825317301269207,0.47590430861723454,0.04789671008684035
85,0.016643008238699623,0.046022600757069695,0.01683923402360276,0.5120261356045425,0.0366327933645068
86,0.33943247606323756,0.6633823201959475,0.45694166109997775,0.4928799265197061,0.4085273533177466
87,0.03735707526163438,0.06276441772433757,0.03964874192830105,0.5148146292585171,0.06842459919839682
88,0.14819235693609442,0.25836395012246716,0.10615675796036518,0.5404124916499666,0.29649741148964603
89,0.06030895123580495,0.046161767980405256,0.06181808060565576,0.5544976063237587,0.1372145471498553
90,0.23848029392117573,0.29088733021598756,0.10617067468269874,0.5333781451792474,0.26108700734802937
91,0.011340737029614785,0.04110999777332443,0.011119461144511246,0.47018244822979294,0.02921846470719216
92,0.7347931975061234,0.6905755956357159,0.7048819861946115,0.5291459307503896,0.7138669422177689
93,0.43146751837007347,0.49707748830995324,0.45695557782231133,0.5063026052104208,0.4982657954798486
94,0.244331023157426,0.10624025829436652,0.1061845914050323,0.4787449899799599,0.27070669116009793
95,0.23143258739701625,0.6333917835671343,0.10619850812736585,0.4916531674460032,0.27345108272099755
96,0.24450498218659544,0.48378701848140726,0.10621242484969941,0.44181446225784904,0.30896701736806953
97,0.05985303941215765,0.3431446225784903,0.061831997327989316,0.5730387163215319,0.09768692941438437
98,0.2815425295034514,0.5993375640169227,0.45696949454464486,0.5152541193498107,0.3318561706746827
99,0.7540579770652416,0.5735081273658428,0.45698341126697845,0.5204573034958807,0.7181718436873747
100,0.14530185370741483,0.40067635270541085,0.10622634157203296,0.5005497105321755,0.178797142896905
101,0.024017340236027612,0.004133266533066132,0.007222778891115565,0.4690124693832109,0.04617093910042307
102,0.006089957693164107,0.020220997550656872,0.004634268537074149,0.43015865063460257,0.022481748218659545
103,0.48547400356268094,0.2664217323535961,0.10624025829436652,0.497606602093075,0.4247123900578935
104,0.6102304609218437,0.1260437541750167,0.06184591405032287,0.521580522155422,0.5438369029726119
105,0.2781983411266979,0.5143203072812291,0.456997327989312,0.48195557782231135,0.3144822144288577
106,0.1544462536183478,0.3640892896904921,0.10625417501670006,0.5116608216432866,0.18968189851926073
