node,adap_betweenness
1,0.32084947673124026
2,0.05696935537742152
3,0.385853095079047
4,0.08368723558227567
5,0.4993267089735026
6,0.5452479959919839
7,0.4865942997105322
8,0.19530714206190158
9,0.6519445836116677
10,0.5832224170563349
11,0.4597859608105099
12,0.7066111389445558
13,0.38274521264751726
14,0.7183558784235137
15,0.7134564963259853
16,0.2847149855266088
17,0.33755371854820754
18,0.35611041527499443
19,0.6048103150745937
20,0.6674720273881096
21,0.7073207526163438
22,0.13262065798263195
23,0.04341544199510131
24,0.5872508906702294
25,0.3112423458027166
26,0.7290084335337341
27,0.1283878868848809
28,0.41840917947005124
29,0.37333138499220664
30,0.7320090180360721
31,0.05232798931195725
32,0.21102705410821643
33,0.5712600200400801
34,0.6741161489645959
35,0.535103679581385
36,0.12812402582943666
37,0.023110109107103094
38,0.12124679915386329
39,0.21862962035181474
40,0.3329930694722779
41,0.23631680026720106
42,0.09258976285905145
43,0.004655700289467825
44,0.3278284346470719
45,0.32427744377644174
46,0.7166477399242931
47,0.4668015197060788
48,0.6956874860832777
49,0.48831955577822317
50,0.6082501113337787
51,0.4060632375862837
52,0.6882584613671788
53,0.42120226564239593
54,0.6139896459585839
55,0.43651928857715433
56,0.1387420674682699
57,0.26677994878646183
58,0.22802159875306172
59,0.721101508572701
60,0.674226926074371
61,0.11346971721220218
62,0.7094090959697172
63,0.36515878980182587
64,0.6015313961255845
65,0.35843005455355154
66,0.02565700846136718
67,0.7236648296593187
68,0.7239043364506792
69,0.7120957192162102
70,0.4225218492540637
71,0.005342073034958807
72,0.17119781229124917
73,0.46361278111779114
74,0.5715315352928079
75,0.6963575762636385
76,0.01936525829436651
77,0.4849777332442663
78,0.5588479737252283
79,0.2513258461367179
80,0.7131703685148074
81,0.1693240647962592
82,0.11914968826541975
83,0.7441783567134269
84,0.038985749276330445
85,0.07989200623469161
86,0.5362356657759965
87,0.0625974170563349
88,0.16897893008238699
89,0.12201973391226899
90,0.3033578267646404
91,0.052947561790247163
92,0.6961560621242485
93,0.37423917279002455
94,0.3604336450679136
95,0.19812458249833
96,0.47757083611667783
97,0.05547428189712759
98,0.46153487530616794
99,0.4932083611667781
100,0.24172135938543757
101,0.01630079603651748
102,0.03343645624582499
103,0.4287113115119127
104,0.23552521710086843
105,0.40453309396570925
106,0.23750320084613671
107,0.6709075094633713
108,0.7030523547094188
109,0.4992736862614117
110,0.1689307782231129
111,0.7103186929414385
112,0.7153572422623024
113,0.37110958027165447
114,0.12861500779336452
115,0.24711673346693389
116,0.4513556279225117
117,0.2677292084168337
118,0.3486759630371855
119,0.08674432197728792
120,0.45755984190603427
121,0.06338900022266757
122,0.1905928523714095
123,0.2452038799821866
124,0.07623483077265643
125,0.5602694277443777
126,0.4844704687152082
127,0.3303324704965486
128,0.038077961478512584
129,0.37092490536628814
130,0.6911570362948118
131,0.18464568024938766
132,0.6806691160097974
133,0.7097855433088399
134,0.034689796259185036
135,0.1553431863727455
136,0.6339073981295926
137,0.3180494321977288
138,0.1959146069917613
139,0.12894942663103987
140,0.5236701180138054
141,0.6784594188376754
142,0.25143871075484303
143,0.3878572422623024
144,0.3038063627254509
145,0.35963482520596746
146,0.06842476619906479
147,0.35777332442663107
148,0.09645304497884657
149,0.3512323257626364
150,0.3359883656201291
151,0.22121089401024271
152,0.17571504119349812
153,0.13473808728568248
154,0.2821618236472946
155,0.2698928412380316
156,0.4391292306835894
157,0.17689893676241372
158,0.2019873079492318
159,0.6219327543976843
160,0.5917555945223781
161,0.14068818191939436
162,0.018933561567579603
163,0.554224003562681
164,0.03969967713204186
165,0.30727830661322647
166,0.45985095190380765
167,0.5651774382097529
168,0.2901605989757292
169,0.34624916499666003
170,0.17591001447339125
171,0.12743250389668226
172,0.4410757626363839
173,0.706214790692496
174,0.6981945836116679
175,0.4816818358940103
176,0.3616059897572924
177,0.03358661767980405
178,0.06339206190158095
179,0.24759254620351814
180,0.07166555332887999
181,0.46189197840124696
182,0.05149187263415721
183,0.507582108661768
184,0.7570374081496326
185,0.39491441215764866
186,0.024038215319527944
187,0.03213426853707415
188,0.7265140002226675
189,0.6979783177466043
190,0.20211784680472056
191,0.07064740592295703
192,0.5273622244488978
193,0.07878173012692051
194,0.6387911934981074
195,0.4778903640614563
196,0.046665553328879984
197,0.40225395234914274
198,0.3479166666666667
199,0.5003380371854821
200,0.05043378423513694
201,0.016867624137163216
202,0.03965361278111779
203,0.039234719438877755
204,0.14430764306390562
205,0.07966098864395457
206,0.0003032453796481853
207,0.16152221108884438
208,0.032175044533511464
209,0.14582192162101984
210,0.09079255733689602
211,0.7136297595190382
212,0.6848779503451347
213,0.3929669060342908
214,0.5525562235582276
215,0.2803828490313961
216,0.07323744711645513
217,0.056758934535738145
218,0.643641310398575
219,0.03280352371409486
220,0.27542432086395013
221,0.48189838009352043
222,0.06672497773324428
223,0.43352705410821646
224,0.3562856268091739
225,0.22338468603874417
226,0.6761656646626586
227,0.42874206746826987
228,0.2642221943887776
229,0.12704742818971276
230,0.6622937541750167
231,0.487623580494322
232,0.4756564517924738
233,0.3997237530616789
234,0.48168281006457364
235,0.4072087230015587
236,0.38947784457804496
237,0.7083674293030505
238,0.7070588399020262
239,0.4796412268982409
240,0.4031045424181697
241,0.690748580494322
242,0.3799916499665999
243,0.04786600979737252
244,0.4136580104653752
245,0.31989966043197504
246,0.24185829993319977
247,0.6070173680694723
248,0.702378507014028
249,0.012652944778445781
250,0.4600146125584502
251,0.33016226898240925
252,0.4016247773324427
253,0.3321090792696504
254,0.31618486973947896
255,0.06010451458472501
256,0.2586314295257181
257,0.28104180583389005
258,0.26715625695836115
259,0.34724782899131595
260,0.5127322700957471
261,0.31158915052326874
262,0.3802474393230907
263,0.26221929971053215
264,0.021715653529280787
265,0.15535988643954576
266,0.6262036573146292
267,0.23187402582943667
268,0.11657829547984859
269,0.09138624471164551
270,0.45576082720997557
271,0.2229848586061011
272,0.03482826764640392
273,0.11899994433311067
274,0.5775237975951905
275,0.221520819416611
276,0.25613810955243826
277,0.4689058672901358
278,0.07329770652415943
279,0.04950359051436206
280,0.6304965486528613
281,0.16195808283233135
282,0.703224922066355
283,0.6151171788020485
284,0.6339060064573592
285,0.6352134825205968
286,0.2688869405477622
287,0.4052627477176576
288,0.09418141839234025
289,0.1477818136272545
290,0.6474304163883323
291,0.5888213927855711
292,0.3339911767980405
293,0.5785994210643509
294,0.36097556223558225
295,0.7176054887552884
296,0.1251518314406591
297,0.1257204687152082
298,0.04725019483411267
299,0.4373427410376308
300,0.620285710309508
301,0.4100264417724338
302,0.7029954353150747
303,0.4808558784235137
304,0.6224852482743265
305,0.593064462257849
306,0.02133628367846805
307,0.028989228456913832
308,0.31879049766199063
309,0.39369781229124917
310,0.4396541694500112
311,0.45030728122912494
312,0.3115675796036518
313,0.008335560008906702
314,0.11682002894678245
315,0.4490852538410154
316,0.2844437486083278
317,0.5993361723446894
318,0.0038650912936985084
319,0.05626349922066355
320,0.7185369349810733
321,0.09499930416388333
322,0.6947385047873524
323,0.10343617791137832
324,0.293293809841906
325,0.5583717434869739
326,0.16335560008906702
327,0.5605559730572256
328,0.03774688265419729
329,0.13083361166778001
330,0.44717226118904474
331,0.08288396236918281
332,0.670978345580049
333,0.21801130037853486
334,0.2175818303273213
335,0.6334869739478958
336,0.05005858940102428
337,0.24451569806279225
338,0.665953017145402
339,0.24054901469605877
340,0.34869238476953907
341,0.5353021320418615
342,0.4162996826987308
343,0.18861194611445112
344,0.028950539968826544
345,0.574292056334892
346,0.0841683366733467
347,0.3772170730349588
348,0.5040714762859051
349,0.47470538298819864
350,0.25903390113560454
351,0.19626962257849032
352,0.18658956802493878
353,0.05840194277443776
354,0.6101422289022489
355,0.1418253173012692
356,0.6354092908038299
357,0.3408472500556669
358,0.15625459251837007
359,0.42299863616121136
360,0.03954631485192608
361,0.49093005455355154
362,0.5429149966599867
363,0.5373989645958583
364,0.30091071030950794
365,0.577743820975284
366,0.33903362280115784
367,0.7223302159875307
368,0.35098405143620576
369,0.35462355266087736
370,0.3710848085059007
371,0.45801978957915834
372,0.18568470273881096
373,0.34579645401914944
374,0.6851636606546427
375,0.1126189879759519
376,0.43976299821865955
377,0.4061228011578713
378,0.28269886996214655
379,0.20999596415052327
380,0.28367387552883544
381,0.24981128924515697
382,0.5252395067913606
383,0.29058867735470945
384,0.7128738031618793
385,0.6153451347138722
386,0.11742025718102873
387,0.6950655477621911
388,0.11255149187263416
389,0.3952669227343576
390,0.11461715096860388
391,0.007063154085949677
392,0.4078231462925852
393,0.3515301436205745
394,0.13788048318859944
395,0.31369154976619906
396,0.15359510688042752
397,0.4396452627477177
398,0.4517024326430639
399,0.29546203518147407
400,0.7209118236472946
401,0.47784917056334897
402,0.290813293253173
403,0.3459474504564685
404,0.2909720830549989
405,0.4438266811400579
406,0.20917459919839682
407,0.5954593910042307
408,0.241814879759519
409,0.5202812569583612
410,0.7126516922734358
411,0.3130444221776887
412,0.24786294811845913
413,0.44097180472055225
414,0.6407715430861723
415,0.35676923291026497
416,0.3764234023602761
417,0.04215806613226453
418,0.6313568804275217
419,0.06676937207748831
420,0.3054432476063238
421,0.4500205967490537
422,0.7493146014250724
423,0.1759102928078379
424,0.367249498997996
425,0.16082373079492318
426,0.13571476285905143
427,0.3006702293475841
428,0.6685834168336674
429,0.6095692774437764
430,0.35410849476731243
431,0.03590639612558451
432,0.3575931028724115
433,0.32730238254286353
434,0.17009393787575153
435,0.643356017590737
436,0.674975924070363
437,0.40632682030728123
438,0.5709260187040748
439,0.49280018370073486
440,0.7001149521264752
441,0.1725125250501002
442,0.09648171342685372
443,0.17946949454464484
444,0.3190320919617012
445,0.18309396570919617
446,0.012578768648407927
447,0.38780463705188156
448,0.2166381373858829
449,0.5819003284346471
450,0.7035713092852371
451,0.3042685370741483
452,0.1315512970385215
453,0.09248232576263639
454,0.5018492540636829
455,0.25950192050768206
456,0.1960962202182142
457,0.14090166443999108
458,0.28198410710309507
459,0.7174578323313294
460,0.7153629481184592
461,0.3458074482297929
462,0.5229257125361835
463,0.4988737196615453
464,0.38379954353150747
465,0.3497805332887999
466,0.488563794255177
467,0.2956354375417502
468,0.09442203852148742
469,0.12502324092629705
470,0.4591413382320196
471,0.1112769984413271
472,0.6467210810509909
473,0.6271826987307949
474,0.044656535292807845
475,0.2915332052994879
476,0.1802887719884213
477,0.4238362836784681
478,0.24911294811845913
479,0.7135280282787798
480,0.39464373190826096
481,0.42263123469160546
482,0.7122211088844356
483,0.040813710754843024
484,0.722370991983968
485,0.2900928245379648
486,0.4721793587174349
487,0.653184285237141
488,0.47828156312625253
489,0.02913451903807615
490,0.708413215319528
491,0.29832345246047653
492,0.11295507682030728
493,0.051952655310621244
494,0.23617471053217548
495,0.6982178245379649
496,0.21361250278334448
497,0.3478733856602093
498,0.5725417501670007
499,0.03771710086840347
500,0.7202514751725674
501,0.1763771988421287
502,0.0897769149409931
503,0.04472820641282565
504,0.4980182587397016
505,0.23423583277666446
506,0.6995850033400134
507,0.027800322867958138
508,0.5984734747272323
509,0.27738003785348475
510,0.7116370240480963
511,0.6359698563794255
512,0.28050851703406815
513,0.7082871298151859
514,0.12596428969049211
515,0.614915386328212
516,0.6465613170786016
517,0.029098474727232246
518,0.04900843353373414
519,0.3730789356490759
520,0.4415592295702516
521,0.26525523268759743
522,0.26106908260966377
523,0.48695349031396123
524,0.2572525606769094
525,0.6205903473613895
526,0.3292686762413716
527,0.31063613337786683
528,0.6128797873524827
529,0.459144399910933
530,0.39367150968603876
531,0.5812455466488533
532,0.7143997717657538
533,0.2317387552883545
534,0.6519509853039412
535,0.14735930193720775
536,0.6101175963037185
537,0.16891045980850591
538,0.009578184146069918
539,0.43752894678245385
540,0.356766727900245
541,0.1738650912936985
542,0.4180021153417947
543,0.5684890614562458
544,0.32563460253841015
545,0.4405974448897796
546,0.3580125528835449
